,M
7898,-15111
7899,-15125
7900,-15138
7901,-15152
7902,-15165
7903,-15178
7904,-15191
7905,-15205
7906,-15218
7907,-15231
7908,-15244
7909,-15257
7910,-15269
7911,-15282
7912,-15295
7913,-15307
7914,-15320
7915,-15333
7916,-15345
7917,-15357
7918,-15370
7919,-15382
7920,-15394
7921,-15406
7922,-15418
7923,-15430
7924,-15442
7925,-15454
7926,-15466
7927,-15477
7928,-15489
7929,-15500
7930,-15512
7931,-15523
7932,-15534
7933,-15546
7934,-15557
7935,-15568
7936,-15579
7937,-15590
7938,-15601
7939,-15611
7940,-15622
7941,-15633
7942,-15643
7943,-15654
7944,-15664
7945,-15675
7946,-15685
7947,-15695
7948,-15705
7949,-15715
7950,-15726
7951,-15735
7952,-15745
7953,-15755
7954,-15765
7955,-15774
7956,-15784
7957,-15794
7958,-15803
7959,-15812
7960,-15822
7961,-15831
7962,-15840
7963,-15849
7964,-15858
7965,-15867
7966,-15876
7967,-15884
7968,-15893
7969,-15902
7970,-15911
7971,-15919
7972,-15927
7973,-15936
7974,-15944
7975,-15952
7976,-15960
7977,-15969
7978,-15976
7979,-15984
7980,-15992
7981,-16000
7982,-16007
7983,-16015
7984,-16023
7985,-16030
7986,-16037
7987,-16045
7988,-16052
7989,-16059
7990,-16067
7991,-16073
7992,-16080
7993,-16087
7994,-16094
7995,-16101
7996,-16108
7997,-16114
7998,-16121
7999,-16127
8000,-16133
8001,-16140
8002,-16146
8003,-16152
8004,-16158
8005,-16164
8006,-16170
8007,-16176
8008,-16182
8009,-16188
8010,-16193
8011,-16199
8012,-16204
8013,-16210
8014,-16215
8015,-16220
8016,-16225
8017,-16230
8018,-16236
8019,-16240
8020,-16245
8021,-16250
8022,-16255
8023,-16259
8024,-16264
8025,-16269
8026,-16273
8027,-16277
8028,-16282
8029,-16286
8030,-16290
8031,-16294
8032,-16298
8033,-16302
8034,-16306
8035,-16310
8036,-16314
8037,-16317
8038,-16321
8039,-16324
8040,-16327
8041,-16331
8042,-16334
8043,-16337
8044,-16341
8045,-16344
8046,-16346
8047,-16349
8048,-16352
8049,-16355
8050,-16358
8051,-16360
8052,-16362
8053,-16365
8054,-16368
8055,-16370
8056,-16372
8057,-16374
8058,-16376
8059,-16378
8060,-16380
8061,-16382
8062,-16384
8063,-16385
8064,-16387
8065,-16389
8066,-16390
8067,-16391
8068,-16392
8069,-16394
8070,-16395
8071,-16396
8072,-16397
8073,-16398
8074,-16399
8075,-16400
8076,-16400
8077,-16401
8078,-16402
8079,-16402
8080,-16402
8081,-16403
8082,-16403
8083,-16403
8084,-16403
8085,-16404
8086,-16403
8087,-16403
8088,-16403
8089,-16403
8090,-16403
8091,-16402
8092,-16401
8093,-16401
8094,-16400
8095,-16400
8096,-16399
8097,-16398
8098,-16397
8099,-16396
8100,-16395
8101,-16394
8102,-16392
8103,-16391
8104,-16390
8105,-16389
8106,-16387
8107,-16385
8108,-16383
8109,-16382
8110,-16380
8111,-16378
8112,-16376
8113,-16374
8114,-16372
8115,-16370
8116,-16367
8117,-16365
8118,-16362
8119,-16360
8120,-16357
8121,-16355
8122,-16352
8123,-16349
8124,-16347
8125,-16343
8126,-16341
8127,-16337
8128,-16334
8129,-16331
8130,-16327
8131,-16324
8132,-16321
8133,-16317
8134,-16313
8135,-16310
8136,-16306
8137,-16302
8138,-16298
8139,-16294
8140,-16290
8141,-16286
8142,-16282
8143,-16277
8144,-16273
8145,-16269
8146,-16264
8147,-16260
8148,-16255
8149,-16250
8150,-16245
8151,-16240
8152,-16235
8153,-16230
8154,-16225
8155,-16220
8156,-16215
8157,-16209
8158,-16204
8159,-16199
8160,-16193
8161,-16187
8162,-16182
8163,-16176
8164,-16170
8165,-16164
8166,-16158
8167,-16152
8168,-16146
8169,-16140
8170,-16133
8171,-16127
8172,-16121
8173,-16114
8174,-16107
8175,-16101
8176,-16094
8177,-16087
8178,-16081
8179,-16073
8180,-16067
8181,-16059
8182,-16052
8183,-16045
8184,-16038
8185,-16030
8186,-16023
8187,-16015
8188,-16008
8189,-16000
8190,-15992
8191,-15984
8192,-15976
8193,-15968
8194,-15960
8195,-15952
8196,-15944
8197,-15936
8198,-15927
8199,-15919
8200,-15911
8201,-15902
8202,-15893
8203,-15884
8204,-15876
8205,-15867
8206,-15858
8207,-15849
8208,-15840
8209,-15831
8210,-15821
8211,-15812
8212,-15803
8213,-15793
8214,-15784
8215,-15774
8216,-15765
8217,-15755
8218,-15745
8219,-15735
8220,-15726
8221,-15716
8222,-15705
8223,-15695
8224,-15685
8225,-15674
8226,-15664
8227,-15654
8228,-15643
8229,-15633
8230,-15622
8231,-15611
8232,-15600
8233,-15590
8234,-15579
8235,-15568
8236,-15557
8237,-15545
8238,-15534
8239,-15523
8240,-15512
8241,-15500
8242,-15489
8243,-15477
8244,-15465
8245,-15454
8246,-15442
8247,-15430
8248,-15418
8249,-15406
8250,-15394
8251,-15382
8252,-15370
8253,-15357
8254,-15345
8255,-15333
8256,-15320
8257,-15307
8258,-15295
8259,-15282
8260,-15270
8261,-15257
8262,-15244
8263,-15231
8264,-15218
8265,-15204
8266,-15191
8267,-15178
8268,-15165
8269,-15152
8270,-15138
8271,-15125
8272,-15111
8273,-15097
8274,-15083
8275,-15070
8276,-15056
8277,-15042
8278,-15028
8279,-15014
8280,-14999
8281,-14985
8282,-14971
8283,-14956
8284,-14942
8285,-14928
8286,-14913
8287,-14898
8288,-14884
8289,-14869
8290,-14854
8291,-14839
8292,-14824
8293,-14809
8294,-14794
8295,-14779
8296,-14764
8297,-14748
8298,-14733
8299,-14717
8300,-14702
8301,-14686
8302,-14671
8303,-14655
8304,-14639
8305,-14623
8306,-14607
8307,-14591
8308,-14576
8309,-14559
8310,-14543
8311,-14527
8312,-14511
8313,-14494
8314,-14478
8315,-14461
8316,-14445
8317,-14428
8318,-14411
8319,-14395
8320,-14378
8321,-14361
8322,-14344
8323,-14327
8324,-14310
8325,-14292
8326,-14275
8327,-14258
8328,-14241
8329,-14223
8330,-14206
8331,-14188
8332,-14171
8333,-14153
8334,-14135
8335,-14117
8336,-14099
8337,-14081
8338,-14064
8339,-14045
8340,-14027
8341,-14009
8342,-13991
8343,-13973
8344,-13954
8345,-13936
8346,-13917
8347,-13898
8348,-13880
8349,-13861
8350,-13842
8351,-13824
8352,-13805
8353,-13786
8354,-13767
8355,-13747
8356,-13728
8357,-13709
8358,-13690
8359,-13670
8360,-13651
8361,-13632
8362,-13612
8363,-13592
8364,-13573
8365,-13553
8366,-13533
8367,-13514
8368,-13494
8369,-13474
8370,-13454
8371,-13433
8372,-13413
8373,-13393
8374,-13373
8375,-13353
8376,-13332
8377,-13312
8378,-13291
8379,-13270
8380,-13250
8381,-13229
8382,-13209
8383,-13188
8384,-13167
8385,-13146
8386,-13125
8387,-13104
8388,-13083
8389,-13062
8390,-13040
8391,-13019
8392,-12998
8393,-12976
8394,-12955
8395,-12933
8396,-12911
8397,-12890
8398,-12868
8399,-12847
8400,-12825
8401,-12803
8402,-12781
8403,-12759
8404,-12737
8405,-12715
8406,-12692
8407,-12670
8408,-12648
8409,-12626
8410,-12603
8411,-12581
8412,-12558
8413,-12536
8414,-12513
8415,-12490
8416,-12467
8417,-12445
8418,-12422
8419,-12399
8420,-12376
8421,-12353
8422,-12330
8423,-12307
8424,-12284
8425,-12260
8426,-12237
8427,-12214
8428,-12190
8429,-12166
8430,-12143
8431,-12119
8432,-12096
8433,-12072
8434,-12048
8435,-12025
8436,-12000
8437,-11977
8438,-11953
8439,-11929
8440,-11905
8441,-11880
8442,-11856
8443,-11832
8444,-11808
8445,-11783
8446,-11759
8447,-11734
8448,-11710
8449,-11685
8450,-11661
8451,-11636
8452,-11611
8453,-11587
8454,-11562
8455,-11537
8456,-11512
8457,-11487
8458,-11462
8459,-11437
8460,-11412
8461,-11386
8462,-11361
8463,-11336
8464,-11310
8465,-11285
8466,-11260
8467,-11234
8468,-11209
8469,-11183
8470,-11157
8471,-11131
8472,-11105
8473,-11080
8474,-11054
8475,-11028
8476,-11002
8477,-10976
8478,-10950
8479,-10924
8480,-10898
8481,-10871
8482,-10845
8483,-10819
8484,-10792
8485,-10766
8486,-10739
8487,-10713
8488,-10686
8489,-10660
8490,-10633
8491,-10606
8492,-10579
8493,-10553
8494,-10526
8495,-10499
8496,-10472
8497,-10445
8498,-10418
8499,-10391
8500,-10364
8501,-10336
8502,-10309
8503,-10282
8504,-10255
8505,-10227
8506,-10200
8507,-10173
8508,-10145
8509,-10117
8510,-10090
8511,-10062
8512,-10034
8513,-10006
8514,-9979
8515,-9951
8516,-9923
8517,-9895
8518,-9867
8519,-9839
8520,-9811
8521,-9783
8522,-9755
8523,-9726
8524,-9698
8525,-9670
8526,-9642
8527,-9613
8528,-9585
8529,-9556
8530,-9528
8531,-9499
8532,-9471
8533,-9442
8534,-9413
8535,-9384
8536,-9356
8537,-9327
8538,-9298
8539,-9269
8540,-9240
8541,-9211
8542,-9182
8543,-9153
8544,-9124
8545,-9095
8546,-9066
8547,-9036
8548,-9007
8549,-8978
8550,-8948
8551,-8919
8552,-8890
8553,-8860
8554,-8831
8555,-8801
8556,-8772
8557,-8742
8558,-8712
8559,-8683
8560,-8653
8561,-8623
8562,-8593
8563,-8563
8564,-8533
8565,-8503
8566,-8473
8567,-8443
8568,-8413
8569,-8383
8570,-8353
8571,-8323
8572,-8292
8573,-8262
8574,-8232
8575,-8202
8576,-8171
8577,-8141
8578,-8110
8579,-8080
8580,-8049
8581,-8019
8582,-7988
8583,-7958
8584,-7927
8585,-7896
8586,-7866
8587,-7835
8588,-7804
8589,-7773
8590,-7742
8591,-7711
8592,-7680
8593,-7649
8594,-7618
8595,-7587
8596,-7556
8597,-7525
8598,-7494
8599,-7462
8600,-7431
8601,-7400
8602,-7369
8603,-7338
8604,-7306
8605,-7274
8606,-7243
8607,-7212
8608,-7180
8609,-7149
8610,-7117
8611,-7086
8612,-7054
8613,-7022
8614,-6990
8615,-6959
8616,-6927
8617,-6895
8618,-6864
8619,-6831
8620,-6800
8621,-6768
8622,-6736
8623,-6704
8624,-6672
8625,-6640
8626,-6608
8627,-6576
8628,-6543
8629,-6511
8630,-6479
8631,-6447
8632,-6414
8633,-6382
8634,-6350
8635,-6318
8636,-6285
8637,-6253
8638,-6221
8639,-6188
8640,-6156
8641,-6123
8642,-6090
8643,-6058
8644,-6025
8645,-5993
8646,-5960
8647,-5928
8648,-5895
8649,-5862
8650,-5829
8651,-5797
8652,-5764
8653,-5731
8654,-5698
8655,-5665
8656,-5632
8657,-5599
8658,-5566
8659,-5533
8660,-5500
8661,-5467
8662,-5434
8663,-5401
8664,-5368
8665,-5335
8666,-5302
8667,-5269
8668,-5235
8669,-5202
8670,-5169
8671,-5136
8672,-5102
8673,-5069
8674,-5036
8675,-5002
8676,-4969
8677,-4935
8678,-4902
8679,-4868
8680,-4835
8681,-4802
8682,-4768
8683,-4734
8684,-4701
8685,-4667
8686,-4634
8687,-4600
8688,-4566
8689,-4533
8690,-4499
8691,-4465
8692,-4431
8693,-4397
8694,-4364
8695,-4330
8696,-4296
8697,-4262
8698,-4229
8699,-4194
8700,-4161
8701,-4127
8702,-4093
8703,-4059
8704,-4025
8705,-3991
8706,-3957
8707,-3923
8708,-3889
8709,-3855
8710,-3821
8711,-3786
8712,-3752
8713,-3718
8714,-3684
8715,-3650
8716,-3616
8717,-3582
8718,-3548
8719,-3513
8720,-3479
8721,-3445
8722,-3410
8723,-3376
8724,-3342
8725,-3308
8726,-3273
8727,-3239
8728,-3204
8729,-3170
8730,-3136
8731,-3101
8732,-3067
8733,-3032
8734,-2998
8735,-2963
8736,-2929
8737,-2894
8738,-2860
8739,-2825
8740,-2791
8741,-2756
8742,-2722
8743,-2687
8744,-2653
8745,-2618
8746,-2583
8747,-2549
8748,-2514
8749,-2479
8750,-2445
8751,-2410
8752,-2375
8753,-2341
8754,-2306
8755,-2271
8756,-2237
8757,-2202
8758,-2167
8759,-2132
8760,-2097
8761,-2063
8762,-2028
8763,-1993
8764,-1958
8765,-1924
8766,-1889
8767,-1854
8768,-1819
8769,-1784
8770,-1749
8771,-1714
8772,-1680
8773,-1645
8774,-1610
8775,-1575
8776,-1540
8777,-1505
8778,-1470
8779,-1435
8780,-1401
8781,-1366
8782,-1331
8783,-1296
8784,-1261
8785,-1226
8786,-1191
8787,-1156
8788,-1121
8789,-1086
8790,-1051
8791,-1016
8792,-981
8793,-946
8794,-911
8795,-876
8796,-841
8797,-806
8798,-771
8799,-736
8800,-701
8801,-666
8802,-631
8803,-596
8804,-561
8805,-526
8806,-490
8807,-455
8808,-421
8809,-385
8810,-351
8811,-315
8812,-280
8813,-245
8814,-210
8815,-175
8816,-140
8817,-105
8818,-70
8819,-35
8820,0
8821,35
8822,70
8823,105
8824,140
8825,176
8826,210
8827,246
8828,281
8829,315
8830,351
8831,386
8832,421
8833,456
8834,491
8835,526
8836,561
8837,596
8838,631
8839,666
8840,701
8841,736
8842,771
8843,806
8844,841
8845,876
8846,911
8847,946
8848,981
8849,1016
8850,1051
8851,1086
8852,1121
8853,1156
8854,1191
8855,1226
8856,1261
8857,1296
8858,1331
8859,1366
8860,1401
8861,1435
8862,1470
8863,1505
8864,1540
8865,1575
8866,1610
8867,1645
8868,1680
8869,1715
8870,1749
8871,1785
8872,1819
8873,1854
8874,1889
8875,1924
8876,1959
8877,1994
8878,2028
8879,2063
8880,2098
8881,2132
8882,2167
8883,2202
8884,2237
8885,2271
8886,2306
8887,2341
8888,2376
8889,2410
8890,2445
8891,2479
8892,2514
8893,2549
8894,2583
8895,2618
8896,2653
8897,2687
8898,2722
8899,2757
8900,2791
8901,2826
8902,2860
8903,2895
8904,2929
8905,2964
8906,2998
8907,3032
8908,3067
8909,3102
8910,3136
8911,3170
8912,3205
8913,3239
8914,3273
8915,3308
8916,3342
8917,3376
8918,3411
8919,3445
8920,3479
8921,3514
8922,3548
8923,3582
8924,3616
8925,3650
8926,3685
8927,3718
8928,3753
8929,3787
8930,3821
8931,3855
8932,3889
8933,3923
8934,3957
8935,3991
8936,4025
8937,4059
8938,4093
8939,4127
8940,4161
8941,4195
8942,4229
8943,4262
8944,4297
8945,4330
8946,4364
8947,4398
8948,4431
8949,4465
8950,4499
8951,4533
8952,4567
8953,4600
8954,4634
8955,4667
8956,4701
8957,4734
8958,4768
8959,4802
8960,4835
8961,4869
8962,4902
8963,4935
8964,4969
8965,5002
8966,5036
8967,5069
8968,5102
8969,5136
8970,5169
8971,5202
8972,5235
8973,5269
8974,5302
8975,5335
8976,5368
8977,5401
8978,5434
8979,5467
8980,5501
8981,5533
8982,5567
8983,5599
8984,5633
8985,5665
8986,5698
8987,5731
8988,5764
8989,5797
8990,5829
8991,5862
8992,5895
8993,5928
8994,5960
8995,5993
8996,6025
8997,6058
8998,6091
8999,6123
9000,6156
9001,6188
9002,6221
9003,6253
9004,6286
9005,6318
9006,6350
9007,6382
9008,6415
9009,6447
9010,6479
9011,6512
9012,6544
9013,6576
9014,6608
9015,6640
9016,6672
9017,6704
9018,6736
9019,6768
9020,6800
9021,6832
9022,6864
9023,6895
9024,6927
9025,6959
9026,6991
9027,7022
9028,7054
9029,7086
9030,7117
9031,7149
9032,7180
9033,7212
9034,7244
9035,7275
9036,7306
9037,7338
9038,7369
9039,7400
9040,7431
9041,7463
9042,7494
9043,7525
9044,7556
9045,7587
9046,7619
9047,7649
9048,7680
9049,7712
9050,7742
9051,7773
9052,7804
9053,7835
9054,7866
9055,7896
9056,7927
9057,7958
9058,7989
9059,8019
9060,8050
9061,8080
9062,8111
9063,8141
9064,8171
9065,8202
9066,8232
9067,8263
9068,8293
9069,8323
9070,8353
9071,8383
9072,8413
9073,8443
9074,8473
9075,8504
9076,8534
9077,8564
9078,8593
9079,8623
9080,8653
9081,8683
9082,8712
9083,8742
9084,8772
9085,8802
9086,8831
9087,8861
9088,8890
9089,8920
9090,8949
9091,8978
9092,9008
9093,9037
9094,9066
9095,9095
9096,9124
9097,9153
9098,9182
9099,9212
9100,9241
9101,9270
9102,9299
9103,9327
9104,9356
9105,9385
9106,9414
9107,9442
9108,9471
9109,9500
9110,9528
9111,9557
9112,9585
9113,9613
9114,9642
9115,9670
9116,9699
9117,9727
9118,9755
9119,9783
9120,9811
9121,9839
9122,9867
9123,9895
9124,9923
9125,9951
9126,9979
9127,10007
9128,10035
9129,10062
9130,10090
9131,10118
9132,10145
9133,10173
9134,10200
9135,10228
9136,10255
9137,10282
9138,10310
9139,10337
9140,10364
9141,10391
9142,10418
9143,10445
9144,10472
9145,10499
9146,10526
9147,10553
9148,10580
9149,10607
9150,10633
9151,10660
9152,10687
9153,10713
9154,10740
9155,10766
9156,10793
9157,10819
9158,10845
9159,10871
9160,10898
9161,10924
9162,10950
9163,10976
9164,11002
9165,11028
9166,11054
9167,11080
9168,11106
9169,11131
9170,11157
9171,11183
9172,11209
9173,11234
9174,11260
9175,11285
9176,11310
9177,11336
9178,11361
9179,11387
9180,11412
9181,11437
9182,11462
9183,11487
9184,11512
9185,11537
9186,11562
9187,11587
9188,11612
9189,11636
9190,11661
9191,11686
9192,11710
9193,11735
9194,11759
9195,11783
9196,11808
9197,11832
9198,11856
9199,11881
9200,11905
9201,11929
9202,11953
9203,11977
9204,12001
9205,12025
9206,12049
9207,12072
9208,12096
9209,12120
9210,12143
9211,12167
9212,12190
9213,12214
9214,12237
9215,12260
9216,12284
9217,12307
9218,12330
9219,12353
9220,12376
9221,12399
9222,12422
9223,12445
9224,12468
9225,12490
9226,12513
9227,12536
9228,12558
9229,12581
9230,12603
9231,12626
9232,12648
9233,12670
9234,12693
9235,12715
9236,12737
9237,12759
9238,12781
9239,12803
9240,12825
9241,12847
9242,12868
9243,12890
9244,12912
9245,12934
9246,12955
9247,12977
9248,12998
9249,13019
9250,13040
9251,13062
9252,13083
9253,13104
9254,13125
9255,13146
9256,13167
9257,13188
9258,13209
9259,13229
9260,13250
9261,13271
9262,13292
9263,13312
9264,13333
9265,13353
9266,13373
9267,13393
9268,13414
9269,13434
9270,13454
9271,13474
9272,13494
9273,13514
9274,13533
9275,13553
9276,13573
9277,13593
9278,13612
9279,13632
9280,13651
9281,13671
9282,13690
9283,13709
9284,13729
9285,13748
9286,13767
9287,13786
9288,13805
9289,13824
9290,13842
9291,13861
9292,13880
9293,13899
9294,13917
9295,13936
9296,13954
9297,13973
9298,13991
9299,14009
9300,14027
9301,14046
9302,14064
9303,14082
9304,14100
9305,14118
9306,14135
9307,14153
9308,14171
9309,14188
9310,14206
9311,14223
9312,14241
9313,14258
9314,14276
9315,14293
9316,14310
9317,14327
9318,14344
9319,14361
9320,14378
9321,14395
9322,14412
9323,14428
9324,14445
9325,14462
9326,14478
9327,14494
9328,14511
9329,14527
9330,14543
9331,14560
9332,14576
9333,14592
9334,14608
9335,14624
9336,14640
9337,14655
9338,14671
9339,14687
9340,14702
9341,14718
9342,14733
9343,14748
9344,14764
9345,14779
9346,14794
9347,14810
9348,14824
9349,14840
9350,14855
9351,14869
9352,14884
9353,14899
9354,14913
9355,14928
9356,14943
9357,14957
9358,14971
9359,14985
9360,15000
9361,15014
9362,15028
9363,15042
9364,15056
9365,15070
9366,15084
9367,15097
9368,15111
9369,15125
9370,15138
9371,15152
9372,15165
9373,15178
9374,15192
9375,15205
9376,15218
9377,15231
9378,15244
9379,15257
9380,15270
9381,15283
9382,15295
9383,15308
9384,15320
9385,15333
9386,15345
9387,15358
9388,15370
9389,15382
9390,15394
9391,15406
9392,15418
9393,15430
9394,15442
9395,15454
9396,15466
9397,15477
9398,15489
9399,15501
9400,15512
9401,15523
9402,15535
9403,15546
9404,15557
9405,15568
9406,15579
9407,15590
9408,15601
9409,15612
9410,15622
9411,15633
9412,15644
9413,15654
9414,15664
9415,15675
9416,15685
9417,15696
9418,15705
9419,15716
9420,15726
9421,15735
9422,15745
9423,15755
9424,15765
9425,15774
9426,15784
9427,15794
9428,15803
9429,15812
9430,15822
9431,15831
9432,15840
9433,15849
9434,15858
9435,15867
9436,15876
9437,15885
9438,15893
9439,15902
9440,15911
9441,15919
9442,15927
9443,15936
9444,15944
9445,15953
9446,15961
9447,15969
9448,15976
9449,15984
9450,15992
9451,16000
9452,16008
9453,16016
9454,16023
9455,16031
9456,16038
9457,16045
9458,16053
9459,16059
9460,16067
9461,16074
9462,16081
9463,16088
9464,16095
9465,16101
9466,16108
9467,16115
9468,16121
9469,16127
9470,16134
9471,16140
9472,16146
9473,16152
9474,16158
9475,16164
9476,16171
9477,16176
9478,16182
9479,16188
9480,16193
9481,16199
9482,16204
9483,16210
9484,16215
9485,16220
9486,16226
9487,16231
9488,16236
9489,16241
9490,16245
9491,16251
9492,16255
9493,16260
9494,16264
9495,16269
9496,16274
9497,16278
9498,16282
9499,16286
9500,16291
9501,16295
9502,16298
9503,16303
9504,16306
9505,16310
9506,16314
9507,16317
9508,16321
9509,16324
9510,16328
9511,16331
9512,16334
9513,16337
9514,16341
9515,16344
9516,16347
9517,16349
9518,16352
9519,16355
9520,16358
9521,16360
9522,16363
9523,16365
9524,16368
9525,16370
9526,16372
9527,16374
9528,16376
9529,16378
9530,16380
9531,16382
9532,16384
9533,16385
9534,16387
9535,16389
9536,16390
9537,16392
9538,16393
9539,16394
9540,16395
9541,16396
9542,16397
9543,16398
9544,16399
9545,16400
9546,16401
9547,16401
9548,16402
9549,16402
9550,16403
9551,16403
9552,16403
9553,16404
9554,16403
9555,16404
9556,16403
9557,16403
9558,16403
9559,16403
9560,16403
9561,16402
9562,16402
9563,16401
9564,16401
9565,16400
9566,16399
9567,16398
9568,16397
9569,16396
9570,16395
9571,16394
9572,16393
9573,16392
9574,16390
9575,16389
9576,16387
9577,16385
9578,16384
9579,16382
9580,16380
9581,16378
9582,16376
9583,16374
9584,16372
9585,16370
9586,16368
9587,16365
9588,16363
9589,16360
9590,16358
9591,16355
9592,16352
9593,16349
9594,16347
9595,16344
9596,16341
9597,16337
9598,16335
9599,16331
9600,16328
9601,16325
9602,16321
9603,16318
9604,16314
9605,16310
9606,16306
9607,16303
9608,16298
9609,16294
9610,16290
9611,16286
9612,16282
9613,16278
9614,16274
9615,16269
9616,16265
9617,16260
9618,16255
9619,16250
9620,16245
9621,16241
9622,16236
9623,16231
9624,16225
9625,16220
9626,16215
9627,16210
9628,16205
9629,16199
9630,16193
9631,16188
9632,16182
9633,16176
9634,16170
9635,16165
9636,16159
9637,16152
9638,16146
9639,16140
9640,16134
9641,16127
9642,16121
9643,16114
9644,16108
9645,16101
9646,16095
9647,16088
9648,16081
9649,16074
9650,16067
9651,16059
9652,16053
9653,16045
9654,16038
9655,16031
9656,16023
9657,16015
9658,16008
9659,16000
9660,15992
9661,15985
9662,15977
9663,15969
9664,15961
9665,15952
9666,15944
9667,15936
9668,15928
9669,15919
9670,15911
9671,15902
9672,15894
9673,15885
9674,15876
9675,15867
9676,15858
9677,15849
9678,15840
9679,15831
9680,15822
9681,15812
9682,15803
9683,15794
9684,15784
9685,15775
9686,15765
9687,15755
9688,15746
9689,15735
9690,15726
9691,15716
9692,15705
9693,15696
9694,15685
9695,15675
9696,15665
9697,15654
9698,15643
9699,15633
9700,15622
9701,15611
9702,15601
9703,15590
9704,15579
9705,15568
9706,15557
9707,15546
9708,15535
9709,15523
9710,15512
9711,15500
9712,15489
9713,15477
9714,15466
9715,15454
9716,15442
9717,15430
9718,15418
9719,15406
9720,15394
9721,15382
9722,15370
9723,15358
9724,15345
9725,15333
9726,15321
9727,15308
9728,15295
9729,15282
9730,15270
9731,15257
9732,15244
9733,15231
9734,15218
9735,15205
9736,15192
9737,15178
9738,15165
9739,15152
9740,15138
9741,15125
9742,15111
9743,15097
9744,15084
9745,15070
9746,15056
9747,15042
9748,15028
9749,15014
9750,15000
9751,14985
9752,14971
9753,14957
9754,14942
9755,14928
9756,14913
9757,14899
9758,14884
9759,14869
9760,14854
9761,14839
9762,14824
9763,14810
9764,14794
9765,14779
9766,14764
9767,14749
9768,14733
9769,14718
9770,14702
9771,14687
9772,14671
9773,14655
9774,14639
9775,14624
9776,14608
9777,14592
9778,14576
9779,14560
9780,14544
9781,14527
9782,14511
9783,14494
9784,14478
9785,14462
9786,14445
9787,14428
9788,14411
9789,14395
9790,14378
9791,14361
9792,14344
9793,14327
9794,14310
9795,14293
9796,14276
9797,14258
9798,14241
9799,14224
9800,14206
9801,14189
9802,14171
9803,14153
9804,14135
9805,14118
9806,14100
9807,14082
9808,14064
9809,14045
9810,14028
9811,14009
9812,13991
9813,13973
9814,13954
9815,13936
9816,13917
9817,13899
9818,13880
9819,13861
9820,13843
9821,13824
9822,13805
9823,13786
9824,13767
9825,13748
9826,13728
9827,13709
9828,13690
9829,13671
9830,13651
9831,13632
9832,13612
9833,13593
9834,13573
9835,13553
9836,13534
9837,13514
9838,13494
9839,13474
9840,13454
9841,13434
9842,13414
9843,13394
9844,13373
9845,13353
9846,13332
9847,13312
9848,13292
9849,13271
9850,13250
9851,13229
9852,13209
9853,13188
9854,13167
9855,13146
9856,13125
9857,13104
9858,13083
9859,13062
9860,13040
9861,13019
9862,12998
9863,12977
9864,12955
9865,12934
9866,12912
9867,12890
9868,12869
9869,12847
9870,12825
9871,12803
9872,12781
9873,12759
9874,12737
9875,12715
9876,12693
9877,12670
9878,12648
9879,12626
9880,12603
9881,12581
9882,12559
9883,12536
9884,12513
9885,12490
9886,12468
9887,12445
9888,12422
9889,12399
9890,12376
9891,12353
9892,12330
9893,12307
9894,12284
9895,12260
9896,12237
9897,12214
9898,12190
9899,12167
9900,12143
9901,12120
9902,12096
9903,12072
9904,12049
9905,12025
9906,12001
9907,11977
9908,11953
9909,11929
9910,11905
9911,11881
9912,11857
9913,11832
9914,11808
9915,11783
9916,11759
9917,11735
9918,11710
9919,11685
9920,11661
9921,11636
9922,11611
9923,11587
9924,11562
9925,11537
9926,11512
9927,11487
9928,11462
9929,11437
9930,11412
9931,11387
9932,11361
9933,11336
9934,11311
9935,11285
9936,11260
9937,11234
9938,11209
9939,11183
9940,11157
9941,11132
9942,11106
9943,11080
9944,11054
9945,11028
9946,11002
9947,10976
9948,10950
9949,10924
9950,10898
9951,10871
9952,10845
9953,10819
9954,10793
9955,10766
9956,10740
9957,10713
9958,10687
9959,10660
9960,10633
9961,10607
9962,10580
9963,10553
9964,10526
9965,10499
9966,10472
9967,10445
9968,10418
9969,10391
9970,10364
9971,10337
9972,10310
9973,10282
9974,10255
9975,10228
9976,10200
9977,10173
9978,10145
9979,10118
9980,10090
9981,10062
9982,10035
9983,10007
9984,9979
9985,9951
9986,9923
9987,9895
9988,9867
9989,9839
9990,9811
9991,9783
9992,9755
9993,9727
9994,9699
9995,9670
9996,9642
9997,9614
9998,9585
9999,9556
10000,9528
10001,9499
10002,9471
10003,9442
10004,9413
10005,9385
10006,9356
10007,9327
10008,9299
10009,9269
10010,9241
10011,9212
10012,9183
10013,9153
10014,9124
10015,9095
10016,9066
10017,9037
10018,9007
10019,8978
10020,8949
10021,8920
10022,8890
10023,8860
10024,8831
10025,8801
10026,8772
10027,8742
10028,8712
10029,8683
10030,8653
10031,8623
10032,8593
10033,8564
10034,8533
10035,8503
10036,8473
10037,8444
10038,8413
10039,8383
10040,8353
10041,8323
10042,8293
10043,8263
10044,8232
10045,8202
10046,8172
10047,8141
10048,8111
10049,8080
10050,8049
10051,8019
10052,7988
10053,7958
10054,7927
10055,7896
10056,7866
10057,7835
10058,7804
10059,7773
10060,7742
10061,7712
10062,7680
10063,7649
10064,7619
10065,7587
10066,7556
10067,7525
10068,7494
10069,7463
10070,7432
10071,7400
10072,7369
10073,7338
10074,7306
10075,7275
10076,7244
10077,7212
10078,7180
10079,7149
10080,7117
10081,7086
10082,7054
10083,7022
10084,6991
10085,6959
