,M
115042,-2
115043,34
115044,42
115045,33
115046,10
115047,21
115048,8
115049,-12
115050,-29
115051,-36
115052,-16
115053,-5
115054,-15
115055,-32
115056,-28
115057,-1
115058,24
115059,10
115060,-20
115061,-11
115062,-1
115063,-11
115064,15
115065,25
115066,29
115067,18
115068,25
115069,49
115070,78
115071,120
115072,101
115073,88
115074,61
115075,44
115076,54
115077,60
115078,33
115079,28
115080,13
115081,18
115082,20
115083,6
115084,-1
115085,-2
115086,9
115087,10
115088,10
115089,7
115090,-31
115091,-13
115092,-22
115093,2
115094,4
115095,-7
115096,-2
115097,18
115098,-3
115099,2
115100,-19
115101,-36
115102,-13
115103,3
115104,27
115105,23
115106,26
115107,1
115108,35
115109,24
115110,23
115111,-1
115112,-12
115113,-49
115114,-45
115115,-23
115116,-42
115117,-32
115118,-33
115119,-53
115120,-66
115121,-66
115122,-53
115123,-10
115124,20
115125,-9
115126,-21
115127,-39
115128,-40
115129,-17
115130,4
115131,18
115132,-12
115133,-5
115134,-3
115135,10
115136,10
115137,12
115138,18
115139,43
115140,23
115141,51
115142,11
115143,7
115144,-12
115145,-19
115146,-37
115147,-55
115148,-51
115149,-37
115150,-46
115151,-46
115152,-11
115153,-4
115154,1
115155,8
115156,-1
115157,-4
115158,1
115159,32
115160,24
115161,-1
115162,10
115163,2
115164,23
115165,10
115166,15
115167,3
115168,-32
115169,-76
115170,-45
115171,-41
115172,-28
115173,5
115174,-2
115175,-10
115176,-4
115177,-13
115178,-1
115179,-18
115180,-39
115181,-27
115182,-21
115183,-27
115184,1
115185,2
115186,-1
115187,-30
115188,-19
115189,0
115190,-1
115191,5
115192,-2
115193,-18
115194,-21
115195,-10
115196,-4
115197,4
115198,-16
115199,7
115200,2
115201,16
115202,9
115203,15
115204,8
115205,-11
115206,35
115207,14
115208,18
115209,6
115210,-48
115211,-58
115212,-49
115213,-36
115214,-42
115215,-43
115216,-57
115217,-54
115218,-93
115219,-88
115220,-55
115221,-56
115222,-42
115223,-52
115224,-47
115225,-44
115226,-32
115227,-45
115228,-36
115229,-72
115230,-87
115231,-47
115232,-42
115233,-37
115234,-54
115235,-68
115236,-53
115237,-40
115238,-69
115239,-76
115240,-76
115241,-66
115242,-59
115243,-55
115244,-31
115245,-86
115246,-83
115247,-52
115248,-17
115249,-3
115250,-27
115251,-43
115252,-46
115253,-42
115254,-46
115255,-25
115256,-23
115257,-7
115258,-6
115259,-9
115260,4
115261,-2
115262,3
115263,-16
115264,20
115265,29
115266,27
115267,8
115268,-6
115269,3
115270,-4
115271,0
115272,27
115273,56
115274,48
115275,40
115276,61
115277,73
115278,78
115279,49
115280,52
115281,49
115282,69
115283,64
115284,42
115285,50
115286,11
115287,16
115288,56
115289,74
115290,75
115291,69
115292,61
115293,70
115294,72
115295,93
115296,80
115297,76
115298,76
115299,71
115300,68
115301,41
115302,22
115303,52
115304,65
115305,89
115306,98
115307,103
115308,104
115309,120
115310,120
115311,102
115312,99
115313,132
115314,117
115315,111
115316,60
115317,64
115318,73
115319,75
115320,78
115321,65
115322,75
115323,97
115324,111
115325,118
115326,91
115327,74
115328,39
115329,48
115330,59
115331,25
115332,21
115333,-3
115334,21
115335,32
115336,29
115337,10
115338,-13
115339,-20
115340,-22
115341,-21
115342,7
115343,14
115344,9
115345,-12
115346,-17
115347,26
115348,-2
115349,11
115350,-28
115351,-21
115352,-49
115353,-64
115354,-53
115355,-29
115356,-9
115357,-10
115358,-5
115359,-5
115360,-6
115361,-5
115362,18
115363,14
115364,26
115365,46
115366,35
115367,21
115368,27
115369,17
115370,0
115371,6
115372,-26
115373,-12
115374,-19
115375,-23
115376,5
115377,13
115378,-9
115379,30
115380,8
115381,-7
115382,-32
115383,-20
115384,-34
115385,-22
115386,-14
115387,-29
115388,-36
115389,-37
115390,-17
115391,11
115392,7
115393,-6
115394,-15
115395,4
115396,-3
115397,0
115398,-2
115399,0
115400,-1
115401,9
115402,-1
115403,30
115404,17
115405,19
115406,-4
115407,-32
115408,-31
115409,-15
115410,-10
115411,31
115412,20
115413,11
115414,-25
115415,-26
115416,-2
115417,6
115418,-10
115419,-14
115420,1
115421,-32
115422,-47
115423,-41
115424,-28
115425,-37
115426,-36
115427,-50
115428,-71
115429,-55
115430,-77
115431,-55
115432,-57
115433,-48
115434,-51
115435,-23
115436,-14
115437,-13
115438,-19
115439,-9
115440,-18
115441,2
115442,-29
115443,-1
115444,24
115445,37
115446,47
115447,27
115448,26
115449,31
115450,19
115451,-1
115452,-19
115453,-26
115454,2
115455,27
115456,30
115457,0
115458,-25
115459,-37
115460,-23
115461,-24
115462,-10
115463,-18
115464,-17
115465,-15
115466,-22
115467,4
115468,30
115469,39
115470,29
115471,13
115472,7
115473,11
115474,6
115475,9
115476,3
115477,-5
115478,-23
115479,-17
115480,-1
115481,7
115482,13
115483,-7
115484,-13
115485,-2
115486,8
115487,-12
115488,-9
115489,-43
115490,-35
115491,-27
115492,-30
115493,-10
115494,-20
115495,-35
115496,-30
115497,-17
115498,-9
115499,24
115500,19
115501,-4
115502,-11
115503,10
115504,38
115505,22
115506,16
115507,39
115508,59
115509,76
115510,72
115511,73
115512,84
115513,67
115514,77
115515,56
115516,29
115517,48
115518,66
115519,58
115520,69
115521,49
115522,40
115523,26
115524,40
115525,14
115526,6
115527,-23
115528,-17
115529,7
115530,8
115531,11
115532,3
115533,-12
115534,-11
115535,-11
115536,-34
115537,-53
115538,-52
115539,-38
115540,-33
115541,8
115542,23
115543,21
115544,33
115545,11
115546,-2
115547,32
115548,43
115549,67
115550,43
115551,42
115552,38
115553,25
115554,25
115555,13
115556,7
115557,-9
115558,-10
115559,-1
115560,-2
115561,18
115562,-6
115563,-15
115564,3
115565,-15
115566,-43
115567,-41
115568,-12
115569,1
115570,12
115571,14
115572,7
115573,-10
115574,-19
115575,-19
115576,-21
115577,4
115578,9
115579,21
115580,10
115581,-3
115582,-39
115583,-37
115584,-59
115585,-53
115586,-37
115587,-36
115588,-33
115589,-51
115590,-50
115591,-49
115592,-47
115593,-37
115594,-35
115595,-24
115596,-63
115597,-50
115598,-45
115599,-37
115600,-12
115601,-20
115602,-7
115603,-5
115604,-15
115605,-43
115606,-43
115607,-28
115608,-8
115609,11
115610,-6
115611,-10
115612,-14
115613,10
115614,8
115615,-2
115616,-12
115617,7
115618,-1
115619,48
115620,46
115621,48
115622,62
115623,55
115624,39
115625,27
115626,32
115627,28
115628,25
115629,53
115630,14
115631,5
115632,35
115633,19
115634,27
115635,21
115636,31
115637,46
115638,75
115639,60
115640,54
115641,67
115642,55
115643,40
115644,56
115645,46
115646,49
115647,47
115648,24
115649,48
115650,34
115651,41
115652,71
115653,74
115654,83
115655,90
115656,74
115657,87
115658,92
115659,99
115660,66
115661,23
115662,-3
115663,18
115664,23
115665,14
115666,2
115667,17
115668,6
115669,-5
115670,15
115671,12
115672,3
115673,-7
115674,-10
115675,-49
115676,-94
115677,-66
115678,-30
115679,-20
115680,-8
115681,-16
115682,-8
115683,-6
115684,-50
115685,-35
115686,-34
115687,-13
115688,-21
115689,-7
115690,4
115691,21
115692,32
115693,21
115694,-7
115695,-7
115696,-12
115697,-2
115698,15
115699,18
115700,-1
115701,-27
115702,-26
115703,-25
115704,9
115705,-21
115706,-24
115707,-28
115708,-50
115709,-49
115710,-35
115711,-20
115712,-28
115713,-9
115714,-10
115715,-5
115716,3
115717,-15
115718,-10
115719,8
115720,5
115721,9
115722,3
115723,2
115724,26
115725,2
115726,-21
115727,-38
115728,-49
115729,-52
115730,-29
115731,-18
115732,-7
115733,23
115734,12
115735,14
115736,5
115737,-21
115738,-22
115739,-21
115740,-11
115741,-12
115742,9
115743,11
115744,-9
115745,12
115746,-14
115747,-27
115748,-2
115749,-23
115750,4
115751,3
115752,-11
115753,23
115754,29
115755,31
115756,21
115757,4
115758,12
115759,-3
115760,12
115761,24
115762,20
115763,11
115764,-8
115765,-2
115766,-3
115767,-22
115768,-4
115769,-2
115770,-16
115771,-13
115772,-5
115773,14
115774,49
115775,39
115776,28
115777,-5
115778,14
115779,10
115780,0
115781,-8
115782,3
115783,-13
115784,-15
115785,-57
115786,-50
115787,-54
115788,-30
115789,-8
115790,-27
115791,-14
115792,-21
115793,-14
115794,-13
115795,-2
115796,13
115797,9
115798,30
115799,25
115800,38
115801,23
115802,13
115803,6
115804,1
115805,-8
115806,-5
115807,-4
115808,-26
115809,-20
115810,-11
115811,-9
115812,-4
115813,6
115814,-14
115815,4
115816,11
115817,10
115818,-17
115819,-33
115820,-22
115821,-21
115822,-18
115823,-25
115824,-52
115825,-26
115826,-37
115827,-23
115828,-36
115829,-20
115830,-2
115831,-14
115832,-17
115833,14
115834,36
115835,41
115836,52
115837,58
115838,45
115839,73
115840,49
115841,62
115842,61
115843,52
115844,41
115845,37
115846,29
115847,21
115848,26
115849,34
115850,70
115851,74
115852,35
115853,-1
115854,1
115855,11
115856,8
115857,28
115858,-1
115859,1
115860,-32
115861,6
115862,-13
115863,4
115864,19
115865,6
115866,-1
115867,-3
115868,2
115869,12
115870,1
115871,4
115872,-4
115873,-12
115874,-30
115875,-20
115876,-27
115877,-17
115878,10
115879,7
115880,37
115881,24
115882,-4
115883,-8
115884,3
115885,10
115886,10
115887,-8
115888,-31
115889,-35
115890,-46
115891,-38
115892,-9
115893,0
115894,-29
115895,-40
115896,-62
115897,-81
115898,-65
115899,-51
115900,-30
115901,3
115902,-1
115903,-9
115904,4
115905,-4
115906,-11
115907,4
115908,9
115909,20
115910,26
115911,13
115912,32
115913,23
115914,44
115915,48
115916,36
115917,33
115918,33
115919,40
115920,31
115921,22
115922,18
115923,-12
115924,-18
115925,-46
115926,-24
115927,-22
115928,-41
115929,-30
115930,-42
115931,-68
115932,-56
115933,-56
115934,-41
115935,-15
115936,-21
115937,-33
115938,-38
115939,-11
115940,-33
115941,-15
115942,0
115943,-5
115944,13
115945,-11
115946,14
115947,9
115948,12
115949,-3
115950,26
115951,18
115952,23
115953,2
115954,-5
115955,-18
115956,-20
115957,-14
115958,-33
115959,-2
115960,10
115961,-16
115962,-8
115963,11
115964,-11
115965,1
115966,-37
115967,-58
115968,-41
115969,-15
115970,1
115971,-21
115972,-27
115973,-39
115974,2
115975,22
115976,8
115977,12
115978,-17
115979,-34
115980,-1
115981,17
115982,12
115983,30
115984,31
115985,45
115986,62
115987,73
115988,76
115989,80
115990,84
115991,66
115992,51
115993,44
115994,53
115995,59
115996,45
115997,32
115998,43
115999,46
116000,51
116001,53
116002,24
116003,21
116004,10
116005,26
116006,50
116007,31
116008,24
116009,12
116010,20
116011,-4
116012,19
116013,32
116014,26
116015,10
116016,3
116017,-6
116018,11
116019,0
116020,20
116021,36
116022,27
116023,26
116024,45
116025,38
116026,37
116027,16
116028,9
116029,19
116030,-12
116031,-28
116032,-14
116033,-1
116034,-4
116035,-10
116036,-26
116037,-15
116038,-25
116039,-8
116040,-1
116041,-16
116042,-10
116043,-34
116044,-38
116045,-47
116046,-6
116047,-8
116048,16
116049,6
116050,18
116051,28
116052,30
116053,51
116054,49
116055,36
116056,32
116057,5
116058,6
116059,14
116060,4
116061,0
116062,-1
116063,-21
116064,-43
116065,-42
116066,-28
116067,-25
116068,-8
116069,-30
116070,-19
116071,0
116072,-28
116073,-54
116074,-21
116075,-4
116076,25
116077,48
116078,33
116079,-7
116080,-4
116081,-3
116082,-2
116083,5
116084,-22
116085,-5
116086,28
116087,16
116088,16
116089,27
116090,15
116091,1
116092,-9
116093,24
116094,28
116095,51
116096,40
116097,21
116098,18
116099,19
116100,46
116101,43
116102,65
116103,68
116104,54
116105,18
116106,-2
116107,-4
116108,-12
116109,-27
116110,-42
116111,-18
116112,-7
116113,-7
116114,-9
116115,-15
116116,2
116117,6
116118,1
116119,16
116120,13
116121,20
116122,10
116123,-21
116124,-23
116125,-28
116126,-68
116127,-82
116128,-75
116129,-78
116130,-64
116131,-46
116132,-53
116133,-64
116134,-19
116135,-2
116136,1
116137,-34
116138,-32
116139,-12
116140,-13
116141,-6
116142,2
116143,21
116144,28
116145,40
116146,20
116147,31
116148,7
116149,7
116150,30
116151,38
116152,48
116153,50
116154,41
116155,28
116156,18
116157,39
116158,22
116159,19
116160,3
116161,14
116162,19
116163,-1
116164,10
116165,35
116166,40
116167,50
116168,63
116169,39
116170,24
116171,-5
116172,18
116173,19
116174,-2
116175,-4
116176,-21
116177,-11
116178,-6
116179,-10
116180,-11
116181,-20
116182,-1
116183,32
116184,53
116185,18
116186,5
116187,-32
116188,-13
116189,-15
116190,-30
116191,-51
116192,-57
116193,-77
116194,-90
116195,-79
116196,-86
116197,-80
116198,-89
116199,-91
116200,-95
116201,-97
116202,-111
116203,-131
116204,-146
116205,-150
116206,-170
116207,-162
116208,-142
116209,-146
116210,-127
116211,-174
116212,-178
116213,-165
116214,-168
116215,-159
116216,-126
116217,-143
116218,-149
116219,-137
116220,-123
116221,-137
116222,-129
116223,-123
116224,-119
116225,-123
116226,-115
116227,-116
116228,-131
116229,-116
116230,-118
116231,-121
116232,-135
116233,-135
116234,-100
116235,-155
116236,-119
116237,-107
116238,-77
116239,-79
116240,-83
116241,-39
116242,-25
116243,-33
116244,-64
116245,-60
116246,-67
116247,-44
116248,-36
116249,-23
116250,1
116251,-8
116252,-25
116253,-8
116254,29
116255,49
116256,19
116257,14
116258,-25
116259,-5
116260,4
116261,22
116262,22
116263,35
116264,22
116265,14
116266,33
116267,29
116268,46
116269,44
116270,33
116271,65
116272,15
116273,21
116274,59
116275,50
116276,47
116277,31
116278,34
116279,37
116280,34
116281,68
116282,88
116283,88
116284,66
116285,90
116286,88
116287,86
116288,96
116289,61
116290,72
116291,77
116292,90
116293,94
116294,75
116295,80
116296,82
116297,67
116298,64
116299,44
116300,19
116301,14
116302,1
116303,16
116304,13
116305,9
116306,32
116307,27
116308,-13
116309,25
116310,-5
116311,-21
116312,-10
116313,-17
116314,-32
116315,-37
116316,-43
116317,-35
116318,13
116319,-4
116320,7
116321,20
116322,24
116323,3
116324,8
116325,13
116326,19
116327,11
116328,17
116329,49
116330,40
116331,50
116332,56
116333,78
116334,85
116335,107
116336,74
116337,70
116338,58
116339,43
116340,71
116341,56
116342,72
116343,53
116344,74
116345,75
116346,55
116347,35
116348,31
116349,31
116350,22
116351,39
116352,38
116353,39
116354,40
116355,48
116356,40
116357,39
116358,30
116359,2
116360,-5
116361,-39
116362,-23
116363,-30
116364,-37
116365,-64
116366,-58
116367,-52
116368,-62
116369,-60
116370,-60
116371,-43
116372,-49
116373,-59
116374,-71
116375,-64
116376,-61
116377,-45
116378,-35
116379,-21
116380,-12
116381,-11
116382,-7
116383,-19
116384,-29
116385,-31
116386,-27
116387,-37
116388,-29
116389,0
116390,17
116391,43
116392,35
116393,11
116394,37
116395,38
116396,43
116397,53
116398,34
116399,1
116400,30
116401,36
116402,24
116403,17
116404,18
116405,-16
116406,-23
116407,1
116408,-4
116409,-32
116410,-48
116411,-38
116412,-37
116413,-23
116414,7
116415,10
116416,24
116417,29
116418,10
116419,23
116420,9
116421,38
116422,24
116423,0
116424,-25
116425,-20
116426,-15
116427,-33
116428,-41
116429,-57
116430,-84
116431,-47
116432,-35
116433,-24
116434,-28
116435,-26
116436,-33
116437,1
116438,-10
116439,15
116440,-15
116441,-33
116442,-19
116443,-1
116444,27
116445,35
116446,11
116447,6
116448,43
116449,42
116450,53
116451,35
116452,43
116453,21
116454,24
116455,39
116456,13
116457,11
116458,-25
116459,-32
116460,-52
116461,-42
116462,-32
116463,-22
116464,-43
116465,-50
116466,-37
116467,-31
116468,-25
116469,-28
116470,-35
116471,-50
116472,-42
116473,-32
116474,-65
116475,-62
116476,-62
116477,-90
116478,-94
116479,-91
116480,-74
116481,-85
116482,-77
116483,-53
116484,-42
116485,-55
116486,-81
116487,-86
116488,-79
116489,-79
116490,-62
116491,-29
116492,-28
116493,-20
116494,-52
116495,-53
116496,-45
116497,-19
116498,-20
116499,-12
116500,-6
116501,18
116502,-3
116503,-6
116504,-35
116505,-22
116506,-30
116507,-5
116508,-8
116509,-28
116510,-7
116511,0
116512,-12
116513,26
116514,0
116515,3
116516,22
116517,26
116518,33
116519,22
116520,-4
116521,3
116522,-18
116523,-47
116524,-42
116525,-22
116526,-20
116527,-3
116528,-17
116529,-15
116530,-16
116531,-8
116532,21
116533,11
116534,3
116535,28
116536,31
116537,43
116538,13
116539,-6
116540,-3
116541,2
116542,-2
116543,-9
116544,24
116545,20
116546,42
116547,30
116548,23
116549,30
116550,36
116551,17
116552,33
116553,33
116554,36
116555,13
116556,6
116557,-3
116558,1
116559,-14
116560,-40
116561,-27
116562,3
116563,15
116564,15
116565,-12
116566,-33
116567,0
116568,32
116569,29
116570,22
116571,13
116572,14
116573,35
116574,4
116575,0
116576,-2
116577,-4
116578,2
116579,-7
116580,-12
116581,-14
116582,-4
116583,-10
116584,-7
116585,-31
116586,1
116587,7
116588,-2
116589,-5
116590,14
116591,28
116592,48
116593,72
116594,61
116595,64
116596,49
116597,64
116598,40
116599,38
116600,26
116601,47
116602,63
116603,57
116604,41
116605,37
116606,25
116607,22
116608,10
116609,-14
116610,-22
116611,-16
116612,-22
116613,3
116614,6
116615,-11
116616,-3
116617,-45
116618,-34
116619,-2
116620,7
116621,6
116622,15
116623,19
116624,13
116625,9
116626,34
116627,36
116628,25
116629,28
116630,32
116631,46
116632,46
116633,34
116634,41
116635,26
116636,4
116637,34
116638,16
116639,12
116640,29
116641,-1
116642,0
116643,41
116644,59
116645,60
116646,61
116647,7
116648,27
116649,22
116650,7
116651,-9
116652,-15
116653,-14
116654,5
116655,-6
116656,-13
116657,8
116658,35
116659,19
116660,-6
116661,-19
116662,-3
116663,3
116664,-10
116665,-11
116666,-3
116667,12
116668,-5
116669,-9
116670,-1
116671,13
116672,23
116673,56
116674,50
116675,44
116676,51
116677,47
116678,70
116679,96
116680,94
116681,95
116682,64
116683,49
116684,63
116685,35
116686,41
116687,21
116688,5
116689,34
116690,55
116691,46
116692,29
116693,-1
116694,18
116695,19
116696,23
116697,-11
116698,-21
116699,-23
116700,-35
116701,-31
116702,-40
116703,-37
116704,-43
116705,-37
116706,-5
116707,-17
116708,-29
116709,-26
116710,-16
116711,-10
116712,-10
116713,-21
116714,-47
116715,-31
116716,-34
116717,-15
116718,-32
116719,-25
116720,-17
116721,-29
116722,-32
116723,-22
116724,-8
116725,-30
116726,-28
116727,-34
116728,3
116729,-9
116730,-34
116731,-58
116732,-66
116733,-45
116734,-24
116735,-31
116736,-30
116737,-32
116738,-18
116739,-59
116740,-44
116741,-59
116742,-68
116743,-46
116744,-19
116745,-24
116746,-10
116747,-6
116748,-2
116749,-1
116750,-4
116751,-23
116752,-6
116753,9
116754,22
116755,1
116756,8
116757,40
116758,86
116759,76
116760,67
116761,60
116762,36
116763,37
116764,41
116765,59
116766,65
116767,67
116768,58
116769,73
116770,55
116771,54
116772,10
116773,29
116774,3
116775,-19
116776,-31
116777,-53
116778,-34
116779,-13
116780,-5
116781,-22
116782,19
116783,10
116784,14
116785,1
116786,-5
116787,-21
116788,-39
116789,-44
116790,-18
116791,-30
116792,-61
116793,-21
116794,39
116795,20
116796,22
116797,7
116798,-21
116799,-1
116800,23
116801,26
116802,11
116803,1
116804,-17
116805,-13
116806,-36
116807,-64
116808,-59
116809,-65
116810,-61
116811,10
116812,23
116813,-12
116814,-2
116815,3
116816,4
116817,25
116818,5
116819,17
116820,18
116821,5
116822,28
116823,12
116824,-20
116825,-30
116826,-28
116827,-19
116828,-4
116829,0
116830,17
116831,6
116832,19
116833,32
116834,18
116835,12
116836,21
116837,30
116838,24
116839,-5
116840,15
116841,29
116842,40
116843,18
116844,29
116845,3
116846,17
116847,-3
116848,-9
116849,0
116850,11
116851,12
116852,5
116853,-8
116854,2
116855,-22
116856,-19
116857,-3
116858,-11
116859,-42
116860,-30
116861,-20
116862,18
116863,16
116864,-18
116865,-43
116866,-54
116867,-44
116868,-28
116869,-29
116870,19
116871,-5
116872,-25
116873,-25
116874,-29
116875,-75
116876,-47
116877,-52
116878,-42
116879,-36
116880,-57
116881,-39
116882,-64
116883,-91
116884,-110
116885,-113
116886,-103
116887,-65
116888,-52
116889,-82
116890,-75
116891,-83
116892,-103
116893,-106
116894,-107
116895,-91
116896,-79
116897,-43
116898,-60
116899,-35
116900,-17
116901,14
116902,17
116903,-5
116904,-4
116905,-19
116906,-13
116907,6
116908,20
116909,38
116910,45
116911,62
116912,53
116913,34
116914,58
116915,39
116916,36
116917,40
116918,29
116919,23
116920,26
116921,37
116922,30
116923,48
116924,45
116925,41
116926,62
116927,20
116928,36
116929,45
116930,54
116931,48
116932,66
116933,54
116934,55
116935,23
116936,20
116937,18
116938,-4
116939,9
116940,1
116941,-19
116942,-10
116943,1
116944,9
116945,24
116946,31
116947,25
116948,45
116949,33
116950,4
116951,5
116952,21
116953,20
116954,16
116955,-19
116956,-37
116957,-42
116958,-38
116959,-16
116960,-2
116961,7
116962,-3
116963,-17
116964,-20
116965,-24
116966,-20
116967,-42
116968,-56
116969,-45
116970,-34
116971,-47
116972,-38
116973,-31
116974,-50
116975,-30
116976,-31
116977,-19
116978,4
116979,-5
116980,-19
116981,1
116982,2
116983,35
116984,69
116985,77
116986,60
116987,60
116988,47
116989,43
116990,70
116991,51
116992,66
116993,74
116994,77
116995,53
116996,59
116997,57
116998,66
116999,79
117000,45
117001,39
117002,43
117003,70
117004,69
117005,92
117006,92
117007,75
117008,87
117009,70
117010,48
117011,68
117012,44
117013,67
117014,84
117015,84
117016,87
117017,90
117018,91
117019,107
117020,88
117021,97
117022,83
117023,74
117024,51
117025,55
117026,41
117027,45
117028,32
117029,9
117030,7
117031,16
117032,0
117033,-33
117034,-41
117035,-32
117036,-28
117037,-35
117038,-62
117039,-50
117040,-37
117041,-53
117042,-59
117043,-46
117044,-49
117045,-34
117046,-41
117047,-69
117048,-75
117049,-82
117050,-95
117051,-85
117052,-66
117053,-41
117054,-34
117055,-17
117056,3
117057,-22
117058,-22
117059,-56
117060,-56
117061,-42
117062,-16
117063,7
117064,-8
117065,18
117066,17
117067,-2
117068,7
117069,-5
117070,-16
117071,-6
117072,1
117073,4
117074,18
117075,19
117076,39
117077,45
117078,55
117079,30
117080,21
117081,-4
117082,1
117083,-10
117084,-29
117085,-16
117086,-9
117087,-20
117088,-21
117089,-12
117090,13
117091,-5
117092,3
117093,-4
117094,1
117095,11
117096,24
117097,15
117098,-13
117099,-32
117100,-45
117101,-18
117102,-13
117103,-51
117104,-48
117105,-72
117106,-69
117107,-75
117108,-83
117109,-90
117110,-77
117111,-76
117112,-93
117113,-122
117114,-101
117115,-130
117116,-120
117117,-136
117118,-156
117119,-139
117120,-114
117121,-121
117122,-125
117123,-114
117124,-104
117125,-85
117126,-38
117127,-15
117128,-31
117129,-50
117130,-45
117131,-57
117132,-94
117133,-98
117134,-96
117135,-65
117136,-51
117137,-22
117138,-3
117139,11
117140,13
117141,-5
117142,-34
117143,-30
117144,6
117145,2
117146,4
117147,-33
117148,-53
117149,-52
117150,-28
117151,-6
117152,2
117153,23
117154,-21
117155,-23
117156,-22
117157,-34
117158,-40
117159,-22
117160,22
117161,14
117162,38
117163,40
117164,46
117165,46
117166,60
117167,41
117168,77
117169,111
117170,120
117171,124
117172,106
117173,97
117174,72
117175,33
117176,71
117177,65
117178,60
117179,50
117180,36
117181,25
117182,18
117183,19
117184,14
117185,3
117186,-15
117187,-40
117188,-32
117189,-40
117190,-47
117191,-65
117192,-55
117193,-61
117194,-40
117195,-33
117196,-45
117197,-28
117198,-26
117199,-19
117200,-12
117201,-10
117202,-13
117203,6
117204,-3
117205,-35
117206,-12
117207,-17
117208,-15
117209,-24
117210,-33
117211,-16
117212,36
117213,29
117214,73
117215,76
117216,39
117217,25
117218,21
117219,10
117220,-2
117221,-6
117222,13
117223,-17
117224,-12
117225,-3
117226,4
117227,21
117228,28
117229,27
117230,13
117231,-24
117232,-35
117233,-30
117234,-33
117235,-20
117236,9
117237,23
117238,2
117239,-4
117240,4
117241,44
117242,78
117243,87
117244,132
117245,95
117246,77
117247,64
117248,59
117249,39
117250,74
117251,79
117252,65
117253,41
117254,37
117255,40
117256,72
117257,93
117258,83
117259,97
117260,83
117261,57
117262,42
117263,50
117264,69
117265,79
117266,50
117267,26
117268,33
117269,73
117270,51
117271,65
117272,35
117273,38
117274,58
117275,30
117276,8
117277,41
117278,41
117279,25
117280,72
117281,63
117282,101
117283,97
117284,80
117285,81
117286,103
117287,96
117288,87
117289,70
117290,58
117291,80
117292,103
117293,70
117294,64
117295,60
117296,79
117297,48
117298,73
117299,83
117300,88
117301,85
117302,89
117303,64
117304,42
117305,26
117306,11
117307,29
117308,-9
117309,-12
117310,-41
117311,8
117312,4
117313,5
117314,-7
117315,22
117316,7
117317,-12
117318,24
117319,7
117320,10
117321,4
117322,-8
117323,-22
117324,-29
117325,-43
117326,-29
117327,-49
117328,-55
117329,-47
117330,-54
117331,-54
117332,-61
117333,-50
117334,-71
117335,-90
117336,-73
117337,-81
117338,-89
117339,-89
117340,-106
117341,-137
117342,-120
117343,-117
117344,-72
117345,-91
117346,-78
117347,-68
117348,-68
117349,-90
117350,-116
117351,-102
117352,-101
117353,-69
117354,-77
117355,-54
117356,-52
117357,-41
117358,-75
117359,-62
117360,-65
117361,-59
117362,-51
117363,-79
117364,-85
117365,-71
117366,-65
117367,-96
117368,-100
117369,-93
117370,-119
117371,-103
117372,-98
117373,-105
117374,-81
117375,-89
117376,-106
117377,-99
117378,-88
117379,-71
117380,-37
117381,-37
117382,-6
117383,-21
117384,-38
117385,5
117386,-7
117387,-16
117388,-58
117389,-25
117390,-4
117391,7
117392,16
117393,-11
117394,9
117395,0
117396,4
117397,7
117398,34
117399,43
117400,45
117401,26
117402,14
117403,15
117404,6
117405,23
117406,1
117407,-3
117408,3
117409,7
117410,10
117411,40
117412,28
117413,2
117414,-2
117415,-27
117416,-44
117417,18
117418,43
117419,54
117420,64
117421,34
117422,33
117423,31
117424,56
117425,63
117426,92
117427,103
117428,103
117429,109
117430,99
117431,79
117432,88
117433,107
117434,103
117435,113
117436,99
117437,89
117438,85
117439,68
117440,54
117441,78
117442,41
117443,9
117444,27
117445,11
117446,7
117447,28
117448,20
117449,-1
117450,9
117451,21
117452,25
117453,11
117454,17
117455,5
117456,22
117457,7
117458,-2
117459,27
117460,20
117461,35
117462,47
117463,-13
117464,-31
117465,-12
117466,-40
117467,-30
117468,-45
117469,-48
117470,-58
117471,-32
117472,-41
117473,-18
117474,-32
117475,-50
117476,-54
117477,-84
117478,-63
117479,-68
117480,-100
117481,-119
117482,-133
117483,-127
117484,-117
117485,-123
117486,-122
117487,-135
117488,-114
117489,-111
117490,-138
117491,-149
117492,-148
117493,-149
117494,-151
117495,-149
117496,-159
117497,-151
117498,-134
117499,-148
117500,-132
117501,-164
117502,-149
117503,-119
117504,-116
117505,-84
117506,-99
117507,-107
117508,-132
117509,-129
117510,-135
117511,-139
117512,-125
117513,-142
117514,-130
117515,-122
117516,-152
117517,-109
117518,-81
117519,-70
117520,-68
117521,-81
117522,-76
117523,-114
117524,-74
117525,-88
117526,-90
117527,-70
117528,-71
117529,-57
117530,-32
117531,-27
117532,-20
117533,-25
117534,-9
117535,-8
117536,0
117537,-21
117538,-13
117539,-27
117540,-43
117541,-18
117542,17
117543,21
117544,34
117545,30
117546,14
117547,24
117548,31
117549,28
117550,35
117551,23
117552,-3
117553,0
117554,10
117555,10
117556,31
117557,13
117558,15
117559,49
117560,44
117561,25
117562,22
117563,25
117564,17
117565,12
117566,15
117567,25
117568,20
117569,33
117570,1
117571,15
117572,40
117573,75
117574,86
117575,72
117576,67
117577,79
117578,67
117579,49
117580,27
117581,17
117582,19
117583,35
117584,16
117585,29
117586,20
117587,2
