,M
9449,555
9450,399
9451,345
9452,406
9453,343
9454,246
9455,173
9456,94
9457,130
9458,170
9459,203
9460,241
9461,308
9462,255
9463,175
9464,34
9465,-21
9466,-59
9467,-342
9468,-626
9469,-790
9470,-693
9471,-550
9472,-603
9473,-687
9474,-680
9475,-649
9476,-614
9477,-634
9478,-589
9479,-477
9480,-459
9481,-490
9482,-553
9483,-575
9484,-548
9485,-498
9486,-487
9487,-583
9488,-506
9489,-457
9490,-387
9491,-246
9492,-374
9493,-523
9494,-570
9495,-718
9496,-772
9497,-1079
9498,-1330
9499,-1409
9500,-1515
9501,-1613
9502,-1708
9503,-1732
9504,-1663
9505,-1507
9506,-1432
9507,-1378
9508,-1387
9509,-1441
9510,-1373
9511,-1369
9512,-1441
9513,-1383
9514,-1129
9515,-996
9516,-914
9517,-1026
9518,-1223
9519,-1169
9520,-1184
9521,-1266
9522,-1235
9523,-1215
9524,-796
9525,95
9526,1124
9527,2047
9528,3029
9529,3857
9530,4300
9531,4475
9532,3928
9533,2700
9534,1070
9535,-999
9536,-2723
9537,-4063
9538,-5028
9539,-5502
9540,-5766
9541,-5677
9542,-5177
9543,-4431
9544,-3705
9545,-3407
9546,-3393
9547,-3453
9548,-3380
9549,-3030
9550,-2634
9551,-1999
9552,-1248
9553,-410
9554,658
9555,1545
9556,2277
9557,2788
9558,3014
9559,3169
9560,3270
9561,3145
9562,3026
9563,2900
9564,2740
9565,2788
9566,2903
9567,3037
9568,3215
9569,3211
9570,3165
9571,3293
9572,3306
9573,3216
9574,3156
9575,2923
9576,2653
9577,2540
9578,2503
9579,2449
9580,2292
9581,2250
9582,2226
9583,2043
9584,1889
9585,1651
9586,1501
9587,1366
9588,1057
9589,812
9590,726
9591,713
9592,767
9593,929
9594,988
9595,996
9596,883
9597,673
9598,648
9599,593
9600,614
9601,621
9602,399
9603,155
9604,-150
9605,-606
9606,-806
9607,-858
9608,-977
9609,-1164
9610,-1325
9611,-1331
9612,-1477
9613,-1683
9614,-1930
9615,-2257
9616,-2482
9617,-2661
9618,-2843
9619,-2843
9620,-2984
9621,-3268
9622,-3315
9623,-3290
9624,-3296
9625,-3350
9626,-3392
9627,-3361
9628,-3232
9629,-3020
9630,-2863
9631,-2799
9632,-2764
9633,-2677
9634,-2508
9635,-2276
9636,-2187
9637,-2093
9638,-1826
9639,-1593
9640,-1409
9641,-1203
9642,-1132
9643,-1062
9644,-853
9645,-847
9646,-769
9647,-597
9648,-470
9649,-274
9650,-267
9651,-281
9652,-155
9653,-124
9654,-65
9655,-138
9656,-189
9657,-36
9658,-45
9659,106
9660,443
9661,640
9662,851
9663,1113
9664,1452
9665,1772
9666,2069
9667,2166
9668,2244
9669,2481
9670,2796
9671,2996
9672,3070
9673,3089
9674,3139
9675,3334
9676,3409
9677,3315
9678,3231
9679,3317
9680,3221
9681,3270
9682,3333
9683,3445
9684,3623
9685,3451
9686,3263
9687,3222
9688,3252
9689,3188
9690,2990
9691,2742
9692,2478
9693,2338
9694,2240
9695,1964
9696,1781
9697,1554
9698,1189
9699,857
9700,799
9701,818
9702,782
9703,660
9704,516
9705,262
9706,147
9707,156
9708,32
9709,-104
9710,-337
9711,-615
9712,-748
9713,-795
9714,-862
9715,-1028
9716,-1079
9717,-1200
9718,-1216
9719,-1323
9720,-1444
9721,-1425
9722,-1470
9723,-1617
9724,-1744
9725,-1814
9726,-1864
9727,-1961
9728,-2085
9729,-2164
9730,-2033
9731,-1875
9732,-1837
9733,-1793
9734,-1600
9735,-1410
9736,-1373
9737,-1278
9738,-1173
9739,-1061
9740,-920
9741,-828
9742,-685
9743,-533
9744,-380
9745,-390
9746,-461
9747,-503
9748,-474
9749,-406
9750,-337
9751,-235
9752,-321
9753,-218
9754,-13
9755,-50
9756,-100
9757,-348
9758,-520
9759,-416
9760,-337
9761,-380
9762,-611
9763,-710
9764,-652
9765,-645
9766,-661
9767,-812
9768,-891
9769,-748
9770,-639
9771,-641
9772,-772
9773,-956
9774,-1053
9775,-1060
9776,-984
9777,-1017
9778,-944
9779,-752
9780,-735
9781,-620
9782,-473
9783,-447
9784,-461
9785,-500
9786,-415
9787,-446
9788,-536
9789,-556
9790,-556
9791,-474
9792,-464
9793,-395
9794,-221
9795,-113
9796,45
9797,237
9798,444
9799,637
9800,676
9801,755
9802,725
9803,656
9804,710
9805,728
9806,736
9807,719
9808,837
9809,914
9810,834
9811,854
9812,1018
9813,1148
9814,1271
9815,1284
9816,1249
9817,1377
9818,1497
9819,1588
9820,1698
9821,1824
9822,1692
9823,1663
9824,1735
9825,1607
9826,1673
9827,1540
9828,1417
9829,1573
9830,1418
9831,1351
9832,1452
9833,1364
9834,1311
9835,1307
9836,1104
9837,1009
9838,980
9839,945
9840,894
9841,866
9842,689
9843,545
9844,607
9845,471
9846,432
9847,413
9848,275
9849,329
9850,367
9851,336
9852,243
9853,89
9854,54
9855,110
9856,21
9857,-190
9858,-346
9859,-426
9860,-410
9861,-418
9862,-358
9863,-345
9864,-373
9865,-370
9866,-360
9867,-414
9868,-433
9869,-239
9870,-163
9871,-144
9872,-169
9873,-300
9874,-117
9875,-53
9876,-180
9877,-130
9878,-107
9879,-258
9880,-364
9881,-319
9882,-364
9883,-333
9884,-277
9885,-215
9886,-35
9887,-69
9888,-69
9889,-99
9890,-97
9891,-133
9892,-152
9893,-65
9894,-75
9895,-279
9896,-418
9897,-572
9898,-652
9899,-728
9900,-893
9901,-840
9902,-862
9903,-913
9904,-705
9905,-763
9906,-912
9907,-857
9908,-898
9909,-737
9910,-722
9911,-805
9912,-744
9913,-718
9914,-690
9915,-714
9916,-649
9917,-629
9918,-608
9919,-448
9920,-499
9921,-541
9922,-552
9923,-475
9924,-163
9925,-206
9926,-293
9927,-283
9928,-231
9929,-49
9930,-11
9931,-51
9932,-70
9933,61
9934,230
9935,272
9936,206
9937,145
9938,154
9939,207
9940,231
9941,277
9942,140
9943,86
9944,149
9945,48
9946,37
9947,17
9948,-8
9949,118
9950,12
9951,-186
9952,-164
9953,-251
9954,-268
9955,-191
9956,-196
9957,-212
9958,-256
9959,-162
9960,-84
9961,-25
9962,-125
9963,-125
9964,75
9965,7
9966,-156
9967,-301
9968,-270
9969,-179
9970,-160
9971,-62
9972,-130
9973,-169
9974,-92
9975,-44
9976,127
9977,171
9978,-7
9979,79
9980,133
9981,191
9982,342
9983,535
9984,661
9985,640
9986,604
9987,504
9988,474
9989,379
9990,205
9991,81
9992,-49
9993,-86
9994,-243
9995,-309
9996,-297
9997,-389
9998,-467
9999,-369
10000,-391
10001,-320
10002,-190
10003,-263
10004,-225
10005,-150
10006,-88
10007,-163
10008,-285
10009,-301
10010,-286
10011,-162
10012,-8
10013,-67
10014,-67
10015,90
10016,278
10017,367
10018,318
10019,215
10020,243
10021,477
10022,469
10023,346
10024,257
10025,19
10026,-86
10027,-240
10028,-401
10029,-313
10030,-442
10031,-515
10032,-523
10033,-607
10034,-677
10035,-885
10036,-1095
10037,-1238
10038,-1280
10039,-1239
10040,-1306
10041,-1273
10042,-1421
10043,-1587
10044,-1614
10045,-1557
10046,-1404
10047,-1425
10048,-1456
10049,-1360
10050,-1402
10051,-1449
10052,-1629
10053,-1728
10054,-1655
10055,-1655
10056,-1549
10057,-1491
10058,-1375
10059,-1021
10060,-860
10061,-764
10062,-750
10063,-831
10064,-701
10065,-470
10066,-283
10067,-287
10068,-311
10069,-172
10070,-170
10071,-98
10072,-107
10073,-154
10074,221
10075,292
10076,189
10077,327
10078,355
10079,458
10080,546
10081,368
10082,213
10083,114
10084,137
10085,350
10086,310
10087,139
10088,45
10089,-56
10090,-127
10091,-227
10092,-198
10093,-50
10094,62
10095,66
10096,-106
10097,-224
10098,-155
10099,71
10100,-5
10101,-191
10102,-391
10103,-417
10104,-257
10105,-382
10106,-526
10107,-735
10108,-849
10109,-800
10110,-707
10111,-524
10112,-503
10113,-533
10114,-456
10115,-272
10116,-27
10117,36
10118,-83
10119,-120
10120,-204
10121,-166
10122,-149
10123,-185
10124,-173
10125,-361
10126,-420
10127,-336
10128,-383
10129,-197
10130,-204
10131,-174
10132,51
10133,9
10134,-128
10135,-109
10136,-35
10137,105
10138,83
10139,60
10140,102
10141,32
10142,258
10143,294
10144,222
10145,321
10146,311
10147,207
10148,184
10149,41
10150,103
10151,319
10152,335
10153,270
10154,300
10155,456
10156,561
10157,513
10158,344
10159,271
10160,252
10161,226
10162,189
10163,116
10164,9
10165,76
10166,176
10167,38
10168,34
10169,130
10170,75
10171,91
10172,-55
10173,-147
10174,103
10175,194
10176,236
10177,142
10178,183
10179,438
10180,525
10181,596
10182,524
10183,361
10184,366
10185,383
10186,395
10187,353
10188,251
10189,421
10190,542
10191,532
10192,529
10193,465
10194,552
10195,595
10196,543
10197,482
10198,404
10199,406
10200,538
10201,618
10202,662
10203,677
10204,769
10205,859
10206,734
10207,726
10208,948
10209,957
10210,903
10211,875
10212,736
10213,788
10214,811
10215,696
10216,574
10217,544
10218,485
10219,411
10220,525
10221,513
10222,470
10223,465
10224,347
10225,336
10226,481
10227,401
10228,321
10229,339
10230,159
10231,70
10232,26
10233,82
10234,120
10235,-1
10236,-34
10237,-80
10238,11
10239,305
10240,416
10241,392
10242,308
10243,170
10244,104
10245,58
10246,-64
10247,-260
10248,-454
10249,-561
10250,-664
10251,-648
10252,-615
10253,-579
10254,-504
10255,-448
10256,-288
10257,-233
10258,-82
10259,-32
10260,-158
10261,-167
10262,-267
10263,-405
10264,-509
10265,-645
10266,-603
10267,-535
10268,-522
10269,-392
10270,-219
10271,-52
10272,177
10273,274
10274,452
10275,633
10276,682
10277,760
10278,752
10279,715
10280,667
10281,541
10282,425
10283,224
10284,68
10285,5
10286,209
10287,392
10288,361
10289,501
10290,534
10291,699
10292,1027
10293,1292
10294,1474
10295,1437
10296,1427
10297,1291
10298,1063
10299,971
10300,692
10301,461
10302,177
10303,-126
10304,-264
10305,-411
10306,-445
10307,-424
10308,-297
10309,195
10310,578
10311,750
10312,865
10313,759
10314,817
10315,771
10316,557
10317,356
10318,14
10319,76
10320,177
10321,160
10322,180
10323,197
10324,523
10325,796
10326,834
10327,669
10328,598
10329,540
10330,335
10331,-55
10332,-284
10333,-314
10334,-424
10335,-513
10336,-437
10337,-601
10338,-755
10339,-593
10340,-643
10341,-617
10342,-490
10343,-406
10344,-66
10345,170
10346,320
10347,362
10348,185
10349,30
10350,-161
10351,-253
10352,-324
10353,-375
10354,-338
10355,-418
10356,-462
10357,-352
10358,-373
10359,-385
10360,-375
10361,-408
10362,-449
10363,-402
10364,-174
10365,-113
10366,-136
10367,-59
10368,-199
10369,-407
10370,-784
10371,-1238
10372,-1578
10373,-1538
10374,-1226
10375,-1101
10376,-902
10377,-737
10378,-619
10379,-287
10380,-58
10381,15
10382,9
10383,62
10384,298
10385,362
10386,242
10387,235
10388,212
10389,186
10390,-89
10391,-468
10392,-783
10393,-862
10394,-701
10395,-382
10396,-180
10397,-129
10398,0
10399,190
10400,243
10401,411
10402,476
10403,346
10404,349
10405,300
10406,274
10407,184
10408,-66
10409,-176
10410,-181
10411,-238
10412,-294
10413,-174
10414,106
10415,408
10416,770
10417,935
10418,1127
10419,1163
10420,771
10421,526
10422,294
10423,35
10424,-215
10425,-493
10426,-618
10427,-856
10428,-908
10429,-668
10430,-380
10431,-27
10432,249
10433,494
10434,798
10435,1032
10436,1185
10437,1131
10438,810
10439,412
10440,10
10441,-351
10442,-491
10443,-430
10444,-245
10445,16
10446,433
10447,827
10448,1197
10449,1446
10450,1521
10451,1532
10452,1265
10453,948
10454,581
10455,131
10456,-159
10457,-421
10458,-526
10459,-220
10460,45
10461,208
10462,408
10463,513
10464,550
10465,626
10466,538
10467,500
10468,450
10469,426
10470,408
10471,222
10472,-9
10473,-113
10474,-79
10475,-59
10476,-188
10477,-527
10478,-806
10479,-871
10480,-878
10481,-734
10482,-535
10483,-281
10484,115
10485,253
10486,75
10487,-406
10488,-921
10489,-1074
10490,-1147
10491,-1061
10492,-904
10493,-678
10494,-305
10495,183
10496,472
10497,485
10498,447
10499,99
10500,-399
10501,-880
10502,-1583
10503,-2024
10504,-2052
10505,-1878
10506,-1467
10507,-1051
10508,-599
10509,-211
10510,-88
10511,-270
10512,-774
10513,-1330
10514,-1786
10515,-2120
10516,-2083
10517,-1912
10518,-1794
10519,-1424
10520,-917
10521,-526
10522,-410
10523,-397
10524,-349
10525,-341
10526,-317
10527,-356
10528,-294
10529,-91
10530,-144
10531,-185
10532,-100
10533,234
10534,431
10535,579
10536,714
10537,710
10538,798
10539,688
10540,531
10541,633
10542,483
10543,463
10544,493
10545,338
10546,444
10547,461
10548,577
10549,841
10550,1129
10551,1392
10552,1429
10553,1360
10554,1006
10555,547
10556,265
10557,-64
10558,-497
10559,-799
10560,-870
10561,-541
10562,-138
10563,233
10564,824
10565,1203
10566,1258
10567,1242
10568,1075
10569,706
10570,78
10571,-584
10572,-1350
10573,-1835
10574,-1790
10575,-1790
10576,-1656
10577,-1440
10578,-1340
10579,-1295
10580,-1307
10581,-1288
10582,-1154
10583,-941
10584,-611
10585,-216
10586,49
10587,180
10588,61
10589,-381
10590,-911
10591,-1350
10592,-1626
10593,-1594
10594,-1221
10595,-706
10596,-146
10597,360
10598,619
10599,661
10600,490
10601,311
10602,285
10603,140
10604,-15
10605,-26
10606,-69
10607,-220
10608,-326
10609,-299
10610,-373
10611,-321
10612,-43
10613,527
10614,1285
10615,1752
10616,1841
10617,1561
10618,1024
10619,449
10620,-19
10621,-453
10622,-669
10623,-496
10624,-340
10625,-194
10626,46
10627,180
10628,176
10629,141
10630,-221
10631,-536
10632,-740
10633,-1036
10634,-1289
10635,-1554
10636,-1707
10637,-1679
10638,-1484
10639,-1036
10640,-582
10641,-375
10642,-266
10643,-503
10644,-799
10645,-1117
10646,-1471
10647,-1451
10648,-1102
10649,-709
10650,-271
10651,117
10652,129
10653,-133
10654,-419
10655,-612
10656,-591
10657,-417
10658,-122
10659,177
10660,216
10661,303
10662,442
10663,515
10664,424
10665,113
10666,-367
10667,-726
10668,-760
10669,-511
10670,-158
10671,206
10672,485
10673,630
10674,829
10675,876
10676,971
10677,1027
10678,1080
10679,1283
10680,1223
10681,925
10682,617
10683,478
10684,402
10685,207
10686,18
10687,-323
10688,-686
10689,-736
10690,-751
10691,-555
10692,2
10693,656
10694,1191
10695,1348
10696,1176
10697,893
10698,542
10699,284
10700,-22
10701,-318
10702,-623
10703,-770
10704,-613
10705,-451
10706,-274
10707,-96
10708,20
10709,324
10710,550
10711,625
10712,593
10713,389
10714,326
10715,286
10716,150
10717,10
10718,-204
10719,-439
10720,-597
10721,-606
10722,-392
10723,-97
10724,217
10725,487
10726,916
10727,1264
10728,1343
10729,1176
10730,681
10731,269
10732,56
10733,-24
10734,196
10735,369
10736,479
10737,563
10738,617
10739,662
10740,454
10741,-64
10742,-628
10743,-798
10744,-702
10745,-574
10746,-197
10747,-11
10748,-216
10749,-257
10750,-215
10751,-111
10752,159
10753,498
10754,855
10755,1023
10756,1264
10757,1428
10758,1483
10759,1407
10760,1131
10761,840
10762,638
10763,477
10764,347
10765,145
10766,125
10767,170
10768,390
10769,493
10770,225
10771,-62
10772,-367
10773,-402
10774,8
10775,363
10776,824
10777,1217
10778,1407
10779,1803
10780,1990
10781,2013
10782,1899
10783,1469
10784,856
10785,215
10786,-356
10787,-781
10788,-1028
10789,-913
10790,-556
10791,-166
10792,230
10793,484
10794,783
10795,1116
10796,1129
10797,1014
10798,827
10799,326
10800,-411
10801,-1160
10802,-1789
10803,-2011
10804,-1769
10805,-1497
10806,-1367
10807,-1377
10808,-1365
10809,-955
10810,-560
10811,-362
10812,-111
10813,94
10814,373
10815,728
10816,757
10817,566
10818,498
10819,501
10820,456
10821,408
10822,408
10823,522
10824,728
10825,869
10826,892
10827,745
10828,686
10829,618
10830,409
10831,184
10832,-377
10833,-731
10834,-644
10835,-390
10836,179
10837,706
10838,969
10839,1127
10840,912
10841,687
10842,562
10843,573
10844,845
10845,857
10846,776
10847,875
10848,1110
10849,1386
10850,1349
10851,1165
10852,733
10853,339
10854,206
10855,-102
10856,-374
10857,-436
10858,-451
10859,-65
10860,343
10861,775
10862,1156
10863,784
10864,109
10865,-589
10866,-1162
10867,-1422
10868,-1551
10869,-1360
10870,-1135
10871,-836
10872,-567
10873,-357
10874,140
10875,462
10876,569
10877,501
10878,269
10879,69
10880,-133
10881,-359
10882,-663
10883,-739
10884,-564
10885,-526
10886,-407
10887,-525
10888,-759
10889,-941
10890,-1178
10891,-1166
10892,-949
10893,-487
10894,60
10895,525
10896,695
10897,389
10898,-106
10899,-672
10900,-1215
10901,-1627
10902,-1863
10903,-1846
10904,-1404
10905,-806
10906,-262
10907,186
10908,428
10909,496
10910,314
10911,123
10912,122
10913,400
10914,712
10915,911
10916,868
10917,551
10918,386
10919,452
10920,488
10921,406
10922,440
10923,456
10924,276
10925,26
10926,-397
10927,-905
10928,-1125
10929,-974
10930,-504
10931,27
10932,350
10933,352
10934,321
10935,364
10936,249
10937,55
10938,-43
10939,-185
10940,-399
10941,-658
10942,-995
10943,-1093
10944,-990
10945,-752
10946,-320
10947,63
10948,248
10949,400
10950,413
10951,602
10952,858
10953,1046
10954,1212
10955,1011
10956,699
10957,449
10958,-97
10959,-629
10960,-1477
10961,-2656
10962,-3366
10963,-3469
10964,-2629
10965,-1237
10966,-8
10967,958
10968,1448
10969,1740
10970,1856
10971,1556
10972,981
10973,192
10974,-468
10975,-988
10976,-1182
10977,-1158
10978,-1209
10979,-1135
10980,-1090
10981,-1133
10982,-992
10983,-818
10984,-599
10985,-179
10986,215
10987,489
10988,662
10989,671
10990,608
10991,439
10992,190
10993,-98
10994,-426
10995,-1048
10996,-1737
10997,-2198
10998,-2572
10999,-2686
11000,-2479
11001,-2417
11002,-2201
11003,-1543
11004,-732
11005,126
11006,923
11007,1379
11008,1513
11009,1332
11010,774
11011,128
11012,-613
11013,-1201
11014,-1376
11015,-1533
11016,-1342
11017,-741
11018,-37
11019,715
11020,1202
11021,1502
11022,1443
11023,1324
11024,1159
11025,755
11026,447
11027,118
11028,46
11029,80
11030,-95
11031,8
11032,181
11033,328
11034,601
11035,481
11036,67
11037,-101
11038,29
11039,250
11040,201
11041,87
11042,-99
11043,-332
11044,-295
11045,-363
11046,-250
11047,64
11048,346
11049,667
11050,787
11051,682
11052,658
11053,509
11054,289
11055,324
11056,382
11057,382
11058,180
11059,-254
11060,-665
11061,-894
11062,-1010
11063,-877
11064,-560
11065,-458
11066,-311
11067,-224
11068,27
11069,231
11070,85
11071,173
11072,300
11073,532
11074,910
11075,1030
11076,1032
11077,831
11078,410
11079,75
11080,-364
11081,-708
11082,-888
11083,-1037
11084,-871
11085,-611
11086,-293
11087,-187
11088,-249
11089,-270
11090,-382
11091,-315
11092,-314
11093,-467
11094,-519
11095,-612
11096,-726
11097,-816
11098,-895
11099,-756
11100,-365
11101,83
11102,364
11103,414
11104,337
11105,-6
11106,-415
11107,-699
11108,-804
11109,-706
11110,-425
11111,48
11112,481
11113,736
11114,962
11115,979
11116,886
11117,719
11118,298
11119,-80
11120,-358
11121,-374
11122,-313
11123,-126
11124,134
11125,292
11126,596
11127,864
11128,1013
11129,1249
11130,1493
11131,1790
11132,2095
11133,2201
11134,2204
11135,2142
11136,1889
11137,1379
11138,731
11139,173
11140,-301
11141,-417
11142,-371
11143,-374
11144,-205
11145,-190
11146,-345
11147,-830
11148,-1404
11149,-1609
11150,-1537
11151,-1110
11152,-565
11153,-60
11154,444
11155,952
11156,1431
11157,1731
11158,1629
11159,964
11160,-318
11161,-1923
11162,-2979
11163,-3517
11164,-3450
11165,-2651
11166,-1692
11167,-519
11168,623
11169,1458
11170,1854
11171,1790
11172,1406
11173,664
11174,-24
11175,-638
11176,-924
11177,-851
11178,-576
11179,-140
11180,193
11181,366
11182,151
11183,19
11184,120
11185,476
11186,1144
11187,1638
11188,1863
11189,1882
11190,1377
11191,666
11192,95
11193,-223
11194,-298
11195,-363
11196,-202
11197,-21
11198,93
11199,183
11200,20
11201,98
11202,270
11203,320
11204,385
11205,197
11206,107
11207,170
11208,82
11209,-190
11210,-508
11211,-739
11212,-719
11213,-487
11214,-65
11215,422
11216,665
11217,691
11218,732
11219,1070
11220,1314
11221,1000
11222,276
11223,-405
11224,-812
11225,-986
11226,-785
11227,-483
11228,-83
11229,344
11230,614
11231,952
11232,1384
11233,1426
11234,1191
11235,820
11236,581
11237,464
11238,394
11239,550
11240,905
11241,1287
11242,1397
11243,1222
11244,990
11245,627
11246,183
11247,-482
11248,-1192
11249,-1426
11250,-1392
11251,-1102
11252,-611
11253,-71
11254,544
11255,1094
11256,1554
11257,1513
11258,1235
11259,863
11260,679
11261,856
11262,925
11263,981
11264,892
11265,770
11266,777
11267,528
11268,238
11269,33
11270,-392
11271,-819
11272,-1138
11273,-1359
11274,-1231
11275,-795
11276,-55
11277,731
11278,1312
11279,1888
11280,2112
11281,2229
11282,2390
11283,2039
11284,1502
11285,658
11286,-227
11287,-783
11288,-1090
11289,-1188
11290,-1132
11291,-1107
11292,-1264
11293,-1453
11294,-1754
11295,-2018
11296,-1888
11297,-1400
11298,-662
11299,129
11300,535
11301,600
11302,692
11303,548
11304,37
11305,-481
11306,-945
11307,-1611
11308,-2219
11309,-2296
11310,-2036
11311,-1380
11312,-624
11313,-92
11314,468
11315,678
11316,547
11317,403
11318,9
11319,-629
11320,-1229
11321,-1795
11322,-2174
11323,-2203
11324,-2196
11325,-2086
11326,-1687
11327,-1130
11328,-379
11329,581
11330,1512
11331,2141
11332,2163
11333,1587
11334,669
11335,-453
11336,-1387
11337,-2161
11338,-2519
11339,-2185
11340,-1354
11341,-254
11342,638
11343,1104
11344,1133
11345,638
11346,-16
11347,-810
11348,-1597
11349,-1853
11350,-1571
11351,-943
11352,-346
11353,98
11354,289
11355,315
11356,329
11357,-76
11358,-398
11359,-276
11360,-256
11361,-365
11362,-796
11363,-1369
11364,-1533
11365,-1408
11366,-1117
11367,-731
11368,-153
11369,635
11370,1360
11371,1814
11372,2013
11373,1938
11374,1617
11375,965
11376,147
11377,-759
11378,-1631
11379,-2253
11380,-2634
11381,-2418
11382,-1487
11383,-217
11384,1213
11385,2521
11386,3377
11387,3650
11388,3427
11389,2748
11390,1550
11391,123
11392,-1248
11393,-2035
11394,-2063
11395,-1642
11396,-869
11397,10
11398,814
11399,1478
11400,1471
11401,850
11402,18
11403,-663
11404,-947
11405,-1007
11406,-902
11407,-793
11408,-715
11409,-503
11410,-510
11411,-759
11412,-1138
11413,-1433
11414,-1492
11415,-1351
11416,-736
11417,-46
11418,385
11419,694
11420,652
11421,452
11422,88
11423,-477
11424,-1165
11425,-1798
11426,-2025
11427,-1941
11428,-1633
11429,-1201
11430,-791
11431,-307
11432,348
11433,865
11434,1148
11435,1239
11436,1259
11437,998
11438,578
11439,275
11440,-245
11441,-671
11442,-802
11443,-800
11444,-682
11445,-790
11446,-772
11447,-537
11448,-2
11449,1012
11450,2002
11451,2628
11452,2678
11453,2068
11454,1389
11455,823
11456,112
11457,-443
11458,-731
11459,-894
11460,-961
11461,-834
11462,-472
11463,-16
11464,652
11465,1171
11466,1400
11467,1385
11468,1312
11469,1442
11470,1476
11471,1419
11472,1215
11473,1103
11474,1020
11475,857
11476,683
11477,356
11478,-113
11479,-612
11480,-967
11481,-1115
11482,-1062
11483,-503
11484,297
11485,1254
11486,2362
11487,3009
11488,3071
11489,2545
11490,1471
11491,103
11492,-1256
11493,-2055
11494,-2032
11495,-1524
11496,-581
11497,467
11498,1436
11499,2141
11500,2571
11501,2643
11502,2362
11503,1947
11504,1502
11505,986
11506,624
11507,598
11508,637
11509,589
11510,389
11511,134
11512,-312
11513,-665
11514,-651
11515,-546
11516,-285
11517,100
11518,463
11519,794
11520,1011
11521,1206
11522,1355
11523,1305
11524,1088
11525,884
11526,693
11527,414
11528,83
11529,-74
11530,-192
11531,-332
11532,-636
11533,-806
11534,-774
11535,-730
11536,-480
11537,-420
11538,-417
11539,-148
11540,182
11541,596
11542,636
11543,147
11544,-484
11545,-1013
11546,-1197
11547,-1059
11548,-690
11549,-157
11550,502
11551,1299
11552,2149
11553,2599
11554,2516
11555,1722
11556,446
11557,-903
11558,-2046
11559,-2589
11560,-2783
11561,-2592
11562,-2143
11563,-1637
11564,-1007
11565,-479
11566,94
11567,700
11568,1200
11569,1683
11570,1958
11571,1993
11572,1662
11573,1008
11574,299
11575,-643
11576,-1289
11577,-1417
11578,-1445
11579,-1092
11580,-692
11581,-435
11582,-153
11583,101
11584,288
11585,67
11586,-486
11587,-814
11588,-1082
11589,-1206
11590,-1116
11591,-1124
11592,-1012
11593,-797
11594,-772
11595,-843
11596,-1210
11597,-1557
11598,-1779
11599,-1862
11600,-1670
11601,-1131
11602,-246
11603,587
11604,934
11605,978
11606,823
11607,399
11608,280
11609,164
11610,-322
11611,-774
11612,-1184
11613,-1510
11614,-1517
11615,-1466
11616,-1342
11617,-921
11618,-399
11619,213
11620,859
11621,1306
11622,1553
11623,1439
11624,1092
11625,608
11626,194
11627,-33
11628,-53
11629,78
11630,196
11631,313
11632,341
11633,262
11634,272
11635,155
11636,81
11637,214
11638,166
11639,394
11640,643
11641,848
11642,1068
11643,1152
11644,1255
11645,1241
11646,1164
11647,1005
11648,562
11649,492
11650,560
11651,541
11652,251
11653,-650
11654,-1456
11655,-2093
11656,-2105
11657,-1498
11658,-782
11659,110
11660,694
11661,1007
11662,1220
11663,1247
11664,1413
11665,1546
11666,1508
11667,1199
11668,793
11669,351
11670,-232
11671,-814
11672,-1294
11673,-1380
11674,-1213
11675,-1109
11676,-925
11677,-671
11678,-337
11679,250
11680,667
11681,775
11682,955
11683,995
11684,1098
11685,1386
11686,1538
11687,1294
11688,636
11689,-228
11690,-1321
11691,-2143
11692,-2685
11693,-2942
11694,-2634
11695,-1889
11696,-1000
11697,-147
11698,531
11699,968
11700,1183
11701,1243
11702,1214
11703,1140
11704,910
11705,363
11706,-251
11707,-976
11708,-1657
11709,-1947
11710,-2152
11711,-2108
11712,-1570
11713,-837
11714,-189
11715,245
11716,482
11717,615
11718,888
11719,808
11720,79
11721,-774
11722,-1617
11723,-2084
11724,-1734
11725,-1218
11726,-916
11727,-600
11728,-406
11729,-376
11730,-319
11731,-75
11732,109
11733,42
11734,-160
11735,-406
11736,-382
11737,-124
11738,379
11739,982
11740,1299
11741,1483
11742,1211
11743,613
11744,9
11745,-563
11746,-851
11747,-1103
11748,-1311
11749,-1184
11750,-876
11751,-315
11752,177
11753,724
11754,1301
11755,1450
11756,1335
11757,889
11758,181
11759,-493
11760,-1340
11761,-1967
11762,-2097
11763,-1873
11764,-1165
11765,-339
11766,442
11767,984
11768,1264
11769,1496
11770,1448
11771,1117
11772,623
11773,367
11774,106
11775,-303
11776,-642
11777,-1105
11778,-1549
11779,-1473
11780,-1155
11781,-747
11782,-556
11783,-577
11784,-268
11785,-125
11786,-195
11787,-213
11788,-60
11789,436
11790,957
11791,1224
11792,1157
11793,1048
11794,1168
11795,909
11796,362
11797,-115
11798,-575
11799,-807
11800,-866
11801,-969
11802,-1131
11803,-1331
11804,-1401
11805,-1482
11806,-1427
11807,-1356
11808,-942
11809,-91
11810,783
11811,1638
11812,2407
11813,2938
11814,3277
11815,3021
11816,2301
11817,1302
11818,141
11819,-806
11820,-1696
11821,-2545
11822,-2828
11823,-2800
11824,-2335
11825,-1354
11826,-512
11827,435
11828,1397
11829,2140
11830,2477
11831,2211
11832,1546
11833,634
11834,-297
11835,-906
11836,-1260
11837,-1409
11838,-1256
11839,-862
11840,-517
11841,-245
11842,21
11843,266
11844,698
11845,831
11846,718
11847,537
11848,128
11849,-139
11850,-239
11851,-333
11852,-325
11853,-382
11854,-127
11855,229
